doc,ROOT,flat,punct,det,nsubj,case,nmod,cop,advmod,mark,amod,advcl,parataxis,obl,cc,conj,obj,nsubj:pass,aux:pass,expl:pv,compound:prt,ccomp,aux,xcomp,fixed,obl:agent,acl,acl:relcl,nummod,appos,nmod:poss,dep,csubj,expl,iobj,orphan
32.female.ESFP.Dutch.A.txt,0.07,0.009,0.11,0.109,0.097,0.086,0.035,0.018,0.078,0.036,0.045,0.016,0.003,0.052,0.016,0.024,0.05,0.007,0.01,0.006,0.011,0.013,0.035,0.016,0.013,0.001,nan,0.009,0.009,0.005,0.004,0.001,0.003,0.001,0.001,nan
33.female.ISFP.Dutch.A.txt,0.045,0.007,0.082,0.112,0.082,0.091,0.03,0.021,0.088,0.05,0.06,0.017,0.002,0.052,0.026,0.03,0.036,0.015,0.015,0.006,0.01,0.012,0.038,0.008,0.015,0.001,0.006,0.016,0.003,0.007,0.005,0.006,0.002,0.004,0.002,nan
34.female.ESFP.Dutch.A.txt,0.057,0.01,0.119,0.094,0.087,0.087,0.032,0.014,0.088,0.037,0.058,0.011,0.006,0.055,0.021,0.03,0.044,0.004,0.004,0.006,0.008,0.014,0.029,0.023,0.022,0.001,0.002,0.016,0.003,0.006,0.004,0.005,0.001,0.002,0.001,nan
35.female.ENTJ.Dutch.A.txt,0.057,0.004,0.105,0.102,0.092,0.091,0.04,0.02,0.093,0.036,0.05,0.016,0.008,0.057,0.024,0.03,0.036,0.011,0.012,0.002,0.005,0.008,0.027,0.018,0.011,0.001,0.002,0.016,0.005,0.008,0.004,0.002,0.002,0.002,0.002,nan
36.female.ESFJ.Dutch.A.txt,0.056,0.007,0.088,0.109,0.086,0.1,0.038,0.016,0.082,0.035,0.056,0.013,0.004,0.068,0.027,0.035,0.044,0.005,0.005,0.007,0.009,0.01,0.025,0.018,0.017,0.001,0.002,0.015,0.002,0.007,0.008,0.002,0.002,0.001,nan,nan
37.female.INFP.Dutch.A.txt,0.054,0.004,0.135,0.09,0.08,0.082,0.036,0.014,0.102,0.05,0.05,0.014,0.014,0.059,0.024,0.034,0.031,0.011,0.008,0.005,0.008,0.006,0.014,0.019,0.01,0.003,0.006,0.014,0.003,0.007,0.009,0.001,0.001,0.001,0.001,nan
38.female.ENFJ.Dutch.A.txt,0.064,0.004,0.081,0.109,0.104,0.08,0.034,0.017,0.09,0.035,0.053,0.014,0.003,0.051,0.027,0.03,0.054,0.008,0.01,0.003,0.011,0.012,0.032,0.019,0.014,0.001,0.003,0.014,0.004,0.003,0.007,0.004,0.001,0.002,0.002,nan
39.male.INTJ.Dutch.L.txt,0.049,0.005,0.072,0.121,0.055,0.107,0.04,0.02,0.082,0.053,0.076,0.019,0.004,0.071,0.021,0.023,0.038,0.014,0.017,0.002,0.009,0.007,0.042,0.01,0.011,nan,0.007,0.008,nan,0.004,0.004,0.002,0.005,0.002,nan,0.001
4.female.ENFJ.Dutch.A.txt,0.05,0.002,0.091,0.093,0.077,0.097,0.039,0.019,0.09,0.039,0.061,0.01,0.01,0.058,0.025,0.024,0.047,0.013,0.007,0.002,0.009,0.009,0.027,0.023,0.015,0.001,0.006,0.016,0.003,0.004,0.019,nan,0.003,0.005,0.007,nan
40.female.INFJ.Dutch.A.txt,0.064,0.005,0.08,0.123,0.086,0.107,0.041,0.018,0.076,0.046,0.057,0.01,0.002,0.068,0.01,0.01,0.055,0.01,0.009,0.002,0.009,0.011,0.029,0.025,0.005,0.001,0.006,0.02,nan,0.004,0.004,0.002,0.002,0.002,0.003,nan
41.female.ENFJ.Dutch.L.txt,0.069,0.006,0.093,0.108,0.087,0.078,0.034,0.024,0.099,0.045,0.049,0.015,0.004,0.049,0.022,0.024,0.046,0.013,0.015,nan,0.01,0.007,0.024,0.02,0.013,0.001,0.003,0.01,0.003,0.002,0.014,0.001,0.004,0.001,0.006,nan
42.female.ISTJ.Dutch.A.txt,0.063,0.007,0.096,0.128,0.074,0.106,0.05,0.014,0.051,0.031,0.077,0.01,0.001,0.061,0.02,0.025,0.041,0.016,0.018,0.005,0.01,0.009,0.022,0.011,0.008,0.001,0.004,0.014,0.001,0.01,0.008,0.001,0.002,0.004,0.001,nan
43.female.INTP.Dutch.A.txt,0.055,0.007,0.1,0.107,0.085,0.097,0.038,0.014,0.074,0.045,0.063,0.012,0.008,0.057,0.027,0.034,0.052,0.008,0.01,0.001,0.005,0.008,0.022,0.013,0.01,0.001,0.006,0.014,0.005,0.008,0.008,0.002,0.003,0.001,nan,nan
44.female.INFJ.Dutch.A.txt,0.065,0.01,0.109,0.128,0.092,0.083,0.037,0.015,0.071,0.042,0.061,0.012,0.004,0.057,0.02,0.024,0.047,0.005,0.008,0.002,0.012,0.006,0.024,0.023,0.01,0.001,0.004,0.01,0.006,0.004,0.006,nan,0.003,0.001,nan,nan
45.female.ISFJ.Dutch.A.txt,0.063,0.008,0.083,0.112,0.098,0.089,0.033,0.016,0.083,0.046,0.052,0.017,0.002,0.059,0.02,0.023,0.052,0.007,0.007,0.005,0.012,0.008,0.032,0.019,0.016,0.001,0.003,0.017,0.002,0.003,0.008,0.002,0.002,nan,0.002,nan
46.female.ENTJ.Dutch.L.txt,0.047,0.003,0.09,0.101,0.077,0.092,0.035,0.017,0.092,0.061,0.052,0.022,0.006,0.058,0.024,0.029,0.04,0.01,0.015,0.001,0.014,0.008,0.035,0.015,0.012,nan,0.008,0.01,0.005,0.001,0.008,0.003,0.005,0.003,0.002,nan
47.male.INTJ.Dutch.A.txt,0.052,0.024,0.111,0.118,0.068,0.098,0.05,0.015,0.057,0.041,0.064,0.012,0.005,0.052,0.027,0.04,0.031,0.01,0.01,0.004,0.007,0.004,0.02,0.013,0.018,0.002,0.007,0.016,0.003,0.004,0.006,0.002,0.006,0.003,0.001,nan
48.female.ESFJ.Dutch.A.txt,0.057,0.011,0.095,0.103,0.082,0.086,0.033,0.014,0.088,0.044,0.057,0.019,0.004,0.057,0.029,0.028,0.046,0.01,0.009,0.005,0.011,0.01,0.025,0.02,0.016,0.001,0.004,0.011,0.003,0.008,0.008,0.001,0.002,0.002,0.001,nan
49.female.ESFJ.Dutch.OV.txt,0.069,0.009,0.095,0.111,0.096,0.09,0.032,0.017,0.089,0.054,0.05,0.017,0.007,0.055,0.017,0.017,0.041,0.007,0.006,0.003,0.008,0.009,0.02,0.026,0.009,0.002,0.003,0.009,0.006,0.004,0.007,0.001,0.004,0.004,0.006,nan
5.male.ENTJ.Dutch.A.txt,0.059,0.01,0.089,0.119,0.091,0.095,0.039,0.017,0.083,0.032,0.075,0.012,0.009,0.066,0.016,0.016,0.046,0.005,0.009,0.005,0.008,0.009,0.028,0.019,0.002,nan,0.002,0.015,0.005,0.006,0.008,0.001,0.005,0.002,0.002,nan
50.female.ENFJ.Dutch.WV.txt,0.064,0.011,0.09,0.126,0.07,0.114,0.05,0.009,0.051,0.032,0.076,0.012,0.004,0.066,0.024,0.029,0.042,0.013,0.016,0.003,0.011,0.004,0.022,0.009,0.019,0.002,0.003,0.014,0.002,0.004,0.002,0.001,0.003,0.002,0.001,nan
51.female.ESFJ.Dutch.A.txt,0.049,0.013,0.102,0.106,0.076,0.088,0.04,0.013,0.069,0.039,0.06,0.017,0.006,0.056,0.027,0.029,0.051,0.009,0.009,0.007,0.01,0.01,0.031,0.016,0.019,0.001,0.003,0.013,0.01,0.01,0.007,0.002,0.001,0.001,nan,nan
52.female.ENFJ.Dutch.A.txt,0.061,0.006,0.081,0.098,0.099,0.082,0.028,0.022,0.11,0.053,0.045,0.02,0.003,0.058,0.03,0.025,0.045,0.002,0.006,0.004,0.013,0.005,0.031,0.025,0.01,0.001,0.005,0.013,0.005,0.001,0.004,0.002,0.004,0.001,0.001,nan
53.female.ISFJ.Other.Other.txt,0.069,0.015,0.154,0.072,0.072,0.105,0.06,0.025,0.068,0.029,0.066,0.005,0.01,0.054,0.025,0.032,0.027,0.005,0.006,0.003,0.004,0.003,0.021,0.01,0.018,0.002,0.009,0.011,0.002,0.004,0.007,0.001,0.003,0.003,nan,nan
54.male.INFJ.Dutch.A.txt,0.062,0.01,0.134,0.101,0.076,0.072,0.029,0.011,0.092,0.031,0.06,0.012,0.011,0.052,0.019,0.025,0.047,0.01,0.013,0.005,0.006,0.008,0.026,0.022,0.016,0.001,0.01,0.015,0.003,0.006,0.007,0.001,0.001,0.001,0.004,nan
55.female.INFP.Dutch.A.txt,0.034,0.011,0.066,0.125,0.063,0.106,0.06,0.013,0.089,0.043,0.073,0.013,0.004,0.054,0.027,0.03,0.036,0.008,0.016,0.003,0.005,0.009,0.023,0.013,0.021,0.003,0.01,0.025,nan,0.007,0.008,0.001,0.001,0.001,0.001,nan
56.male.INFP.Dutch.A.txt,0.059,0.007,0.102,0.13,0.074,0.108,0.061,0.012,0.056,0.031,0.081,0.013,0.003,0.052,0.02,0.02,0.047,0.007,0.008,0.002,0.013,0.007,0.015,0.017,0.01,nan,0.003,0.013,0.004,0.007,0.01,0.001,0.002,0.001,0.002,nan
57.female.ISFP.Dutch.WV.txt,0.044,0.011,0.112,0.093,0.087,0.087,0.029,0.015,0.098,0.037,0.054,0.016,0.01,0.059,0.029,0.037,0.044,0.008,0.012,0.004,0.009,0.007,0.019,0.021,0.014,0.002,0.002,0.017,0.004,0.005,0.007,0.002,0.001,0.003,0.001,nan
58.female.ISFP.Dutch.A.txt,0.054,0.011,0.084,0.119,0.078,0.099,0.044,0.015,0.09,0.04,0.056,0.012,0.005,0.053,0.024,0.029,0.038,0.011,0.012,0.004,0.011,0.009,0.027,0.015,0.013,0.004,0.005,0.015,0.002,0.006,0.006,0.001,0.004,0.002,0.003,nan
59.female.ESFJ.Dutch.OV.txt,0.059,0.011,0.102,0.107,0.084,0.095,0.047,0.012,0.068,0.039,0.063,0.015,0.003,0.053,0.022,0.032,0.042,0.009,0.01,0.004,0.008,0.006,0.025,0.015,0.021,0.002,0.005,0.015,0.005,0.005,0.005,0.003,0.003,0.003,0.003,nan
6.female.ESTP.Dutch.A.txt,0.051,0.011,0.097,0.117,0.089,0.094,0.046,0.015,0.078,0.04,0.066,0.021,0.007,0.054,0.022,0.021,0.058,0.004,0.006,0.002,0.006,0.008,0.02,0.019,0.006,0.001,0.001,0.016,0.004,0.004,0.009,0.001,0.001,0.001,0.003,nan
60.male.INTJ.Dutch.A.txt,0.064,0.002,0.103,0.105,0.079,0.084,0.04,0.024,0.073,0.067,0.047,0.013,0.009,0.049,0.019,0.021,0.041,0.007,0.007,0.007,0.011,0.016,0.029,0.029,0.017,0.001,0.006,0.012,0.001,0.003,0.003,0.001,0.004,0.004,0.001,nan
61.male.INTJ.Dutch.Other.txt,0.056,0.003,0.099,0.116,0.083,0.097,0.047,0.015,0.082,0.035,0.063,0.016,0.003,0.057,0.021,0.023,0.048,0.007,0.008,0.002,0.01,0.01,0.031,0.018,0.011,0.002,0.006,0.016,0.002,0.002,0.009,0.001,nan,0.001,0.004,nan
62.female.INTJ.Dutch.Other.txt,0.043,0.003,0.077,0.115,0.06,0.116,0.056,0.023,0.086,0.05,0.065,0.019,0.004,0.065,0.026,0.027,0.031,0.015,0.015,0.005,0.008,0.007,0.019,0.008,0.014,0.002,0.005,0.017,0.003,0.002,0.002,0.002,0.007,0.003,0.002,nan
63.female.ESTJ.Dutch.A.txt,0.055,0.013,0.092,0.116,0.082,0.098,0.034,0.015,0.065,0.032,0.06,0.013,0.005,0.07,0.019,0.023,0.05,0.009,0.011,0.01,0.014,0.008,0.027,0.014,0.015,0.001,0.004,0.019,0.002,0.007,0.01,0.001,0.005,0.002,0.001,nan
64.female.ESFJ.Dutch.OV.txt,0.066,0.01,0.097,0.134,0.077,0.101,0.048,0.019,0.067,0.038,0.06,0.011,0.007,0.059,0.021,0.025,0.042,0.009,0.01,0.004,0.008,0.004,0.012,0.021,0.01,0.002,0.004,0.01,0.002,0.006,0.007,nan,0.002,0.004,0.001,nan
65.female.INFJ.Dutch.A.txt,0.058,0.009,0.082,0.094,0.097,0.082,0.028,0.021,0.095,0.038,0.05,0.018,0.003,0.055,0.031,0.033,0.051,0.011,0.013,0.002,0.007,0.011,0.032,0.018,0.009,0.001,0.006,0.016,0.002,0.004,0.013,nan,0.003,0.002,0.005,nan
66.female.ENFJ.Dutch.L.txt,0.049,0.006,0.104,0.079,0.098,0.081,0.034,0.014,0.103,0.045,0.062,0.014,0.008,0.049,0.027,0.027,0.036,0.006,0.005,0.003,0.012,0.015,0.051,0.016,0.01,0.002,0.002,0.012,0.001,0.002,0.006,0.001,0.005,0.003,0.01,nan
67.female.ESFJ.Dutch.A.txt,0.053,0.01,0.088,0.115,0.07,0.094,0.044,0.022,0.077,0.056,0.067,0.013,0.005,0.053,0.019,0.02,0.044,0.006,0.004,0.004,0.013,0.011,0.025,0.02,0.018,0.001,0.005,0.011,0.003,0.003,0.01,0.001,0.01,0.007,0.001,nan
68.male.INFP.Dutch.L.txt,0.054,0.005,0.101,0.102,0.084,0.086,0.034,0.018,0.067,0.059,0.063,0.015,0.006,0.06,0.02,0.028,0.046,0.01,0.013,0.005,0.015,0.012,0.026,0.015,0.011,0.001,0.007,0.015,0.003,0.004,0.008,0.001,0.003,0.003,0.001,nan
69.female.ESFJ.Dutch.A.txt,0.072,0.014,0.098,0.105,0.096,0.085,0.031,0.017,0.09,0.047,0.045,0.016,0.007,0.057,0.017,0.019,0.046,0.005,0.006,0.007,0.007,0.007,0.021,0.023,0.014,nan,0.004,0.013,0.007,0.004,0.008,0.001,0.004,0.004,0.003,nan
7.female.INFJ.Dutch.A.txt,0.062,0.008,0.102,0.125,0.09,0.088,0.038,0.014,0.068,0.041,0.058,0.014,0.005,0.051,0.019,0.022,0.055,0.009,0.009,0.003,0.014,0.012,0.02,0.02,0.007,0.002,0.002,0.009,0.003,0.008,0.009,0.002,0.006,0.003,0.003,nan
70.female.ENFJ.Dutch.A.txt,0.046,0.018,0.126,0.089,0.083,0.092,0.038,0.021,0.083,0.043,0.047,0.013,0.018,0.059,0.024,0.027,0.033,0.004,0.006,0.005,0.012,0.008,0.014,0.023,0.014,nan,0.004,0.021,0.003,0.006,0.011,0.002,0.001,0.004,0.002,nan
71.female.INTJ.Dutch.A.txt,0.052,0.015,0.132,0.097,0.085,0.083,0.032,0.016,0.085,0.036,0.054,0.011,0.006,0.05,0.029,0.034,0.04,0.005,0.006,0.001,0.01,0.012,0.041,0.01,0.011,0.003,0.004,0.01,0.001,0.005,0.012,0.001,0.004,0.002,0.001,nan
72.male.INFJ.Dutch.A.txt,0.027,0.012,0.082,0.103,0.071,0.096,0.044,0.013,0.076,0.069,0.077,0.024,0.005,0.058,0.025,0.024,0.036,0.009,0.01,0.001,0.017,0.017,0.021,0.014,0.012,0.004,0.003,0.021,nan,0.009,0.014,0.001,0.002,0.001,0.001,nan
73.male.ISFJ.Dutch.A.txt,0.062,0.015,0.089,0.119,0.075,0.088,0.036,0.017,0.091,0.034,0.048,0.018,0.002,0.057,0.028,0.028,0.041,0.013,0.013,0.004,0.007,0.005,0.03,0.021,0.018,0.001,0.005,0.012,0.002,0.007,0.008,0.002,0.002,nan,nan,nan
74.female.ESFJ.Dutch.A.txt,0.047,0.001,0.075,0.099,0.074,0.081,0.032,0.02,0.111,0.059,0.066,0.022,0.004,0.05,0.023,0.024,0.047,0.011,0.014,0.002,0.017,0.01,0.038,0.02,0.015,nan,0.004,0.008,0.003,0.001,0.014,0.002,0.003,0.003,0.002,nan
75.female.ESFJ.Dutch.A.txt,0.075,0.004,0.091,0.127,0.103,0.089,0.037,0.019,0.063,0.034,0.046,0.01,0.001,0.05,0.029,0.032,0.047,0.007,0.008,0.007,0.006,0.014,0.031,0.014,0.013,0.001,0.002,0.01,0.009,0.01,0.006,0.001,0.001,0.001,nan,nan
76.female.ISFJ.Dutch.A.txt,0.048,0.008,0.091,0.1,0.088,0.095,0.033,0.011,0.098,0.033,0.056,0.017,0.006,0.06,0.019,0.024,0.047,0.006,0.007,0.008,0.01,0.007,0.03,0.024,0.012,0.001,0.004,0.02,0.006,0.005,0.016,0.001,0.002,0.001,0.001,nan
77.male.INFJ.Dutch.Other.txt,0.049,0.008,0.123,0.11,0.071,0.09,0.043,0.015,0.082,0.039,0.066,0.012,0.012,0.055,0.025,0.025,0.033,0.006,0.008,0.008,0.008,0.005,0.027,0.011,0.006,nan,0.011,0.021,0.005,0.007,0.012,0.001,nan,0.002,0.007,nan
78.female.ENFJ.Dutch.A.txt,0.047,0.014,0.084,0.13,0.073,0.087,0.044,0.022,0.088,0.055,0.052,0.013,0.003,0.051,0.023,0.025,0.036,0.014,0.016,0.004,0.007,0.007,0.026,0.013,0.012,0.001,0.007,0.02,0.002,0.005,0.003,0.001,0.006,0.005,0.001,nan
79.female.ESFJ.Dutch.A.txt,0.049,0.009,0.077,0.121,0.079,0.099,0.039,0.01,0.056,0.039,0.066,0.015,0.004,0.067,0.027,0.032,0.046,0.009,0.01,0.007,0.014,0.01,0.037,0.019,0.013,nan,0.004,0.016,0.004,0.007,0.008,0.003,nan,0.003,0.002,nan
8.male.INTJ.Dutch.A.txt,0.045,0.009,0.105,0.106,0.087,0.087,0.026,0.016,0.096,0.037,0.049,0.015,0.01,0.062,0.021,0.029,0.041,0.011,0.015,0.001,0.008,0.008,0.042,0.021,0.013,0.003,0.004,0.017,0.002,0.003,0.006,0.001,0.004,0.001,nan,nan
80.male.ENTJ.Dutch.A.txt,0.048,0.007,0.092,0.109,0.081,0.086,0.036,0.02,0.097,0.042,0.07,0.019,0.008,0.05,0.025,0.028,0.051,0.008,0.007,0.005,0.01,0.008,0.017,0.015,0.011,0.001,0.006,0.015,0.001,0.007,0.013,0.002,0.005,0.002,nan,nan
81.female.ENFJ.Dutch.A.txt,0.06,0.003,0.08,0.127,0.085,0.077,0.03,0.017,0.09,0.067,0.054,0.024,0.003,0.043,0.015,0.015,0.06,0.013,0.015,0.002,0.013,0.01,0.032,0.017,0.011,0.002,0.003,0.015,0.002,0.003,0.006,0.003,0.003,0.003,0.001,nan
82.female.INTJ.Dutch.A.txt,0.049,0.011,0.085,0.087,0.097,0.078,0.028,0.019,0.118,0.057,0.052,0.01,0.006,0.048,0.03,0.027,0.045,0.007,0.006,0.002,0.007,0.014,0.033,0.021,0.016,0.001,0.006,0.021,0.001,0.005,0.007,0.001,0.001,0.004,nan,nan
83.female.ISFJ.Dutch.A.txt,0.071,0.005,0.098,0.133,0.098,0.095,0.037,0.022,0.062,0.026,0.055,0.009,0.001,0.061,0.019,0.022,0.054,0.004,0.007,0.004,0.01,0.005,0.027,0.02,0.01,0.001,0.003,0.013,0.008,0.008,0.009,nan,0.001,0.001,0.001,nan
84.female.ENFP.Dutch.Other.txt,0.057,0.004,0.108,0.103,0.094,0.088,0.039,0.013,0.07,0.037,0.07,0.01,0.005,0.045,0.028,0.032,0.049,0.005,0.006,0.004,0.013,0.016,0.032,0.013,0.014,0.001,0.004,0.014,0.004,0.004,0.012,0.001,nan,0.001,0.002,0.001
85.female.ISTJ.Dutch.A.txt,0.045,0.007,0.106,0.105,0.066,0.101,0.038,0.016,0.086,0.039,0.062,0.016,0.009,0.062,0.023,0.028,0.042,0.012,0.011,0.004,0.011,0.004,0.041,0.012,0.013,0.002,0.002,0.013,0.001,0.004,0.009,0.002,0.004,0.003,0.001,nan
86.male.ENFJ.Dutch.A.txt,0.049,0.004,0.103,0.128,0.078,0.093,0.039,0.016,0.078,0.042,0.065,0.013,0.005,0.049,0.021,0.025,0.047,0.007,0.011,0.005,0.007,0.013,0.026,0.015,0.016,0.003,0.003,0.015,0.001,0.005,0.007,0.001,0.002,0.003,0.003,nan
87.female.ESFJ.Dutch.A.txt,0.052,0.007,0.094,0.125,0.072,0.114,0.058,0.015,0.048,0.045,0.087,0.017,0.003,0.055,0.028,0.029,0.041,0.005,0.005,0.005,0.005,0.005,0.019,0.014,0.006,nan,0.005,0.011,0.005,0.006,0.008,0.003,0.002,0.001,0.004,nan
88.female.ESFJ.Dutch.A.txt,0.06,0.002,0.094,0.108,0.085,0.093,0.036,0.018,0.084,0.04,0.057,0.015,0.002,0.06,0.041,0.048,0.042,0.009,0.012,0.005,0.007,0.007,0.026,0.015,0.002,nan,0.001,0.011,0.004,0.004,0.009,nan,0.001,0.001,0.001,nan
89.female.ENFJ.Dutch.A.txt,0.059,nan,0.096,0.119,0.088,0.086,0.034,0.011,0.113,0.045,0.064,0.007,0.007,0.055,0.019,0.021,0.045,0.007,0.011,0.003,0.006,0.013,0.034,0.013,0.008,0.001,0.009,0.009,0.001,0.001,0.005,0.004,0.002,0.003,0.001,nan
9.female.ENFJ.Dutch.A.txt,0.061,0.015,0.096,0.105,0.088,0.092,0.034,0.018,0.082,0.048,0.053,0.013,0.001,0.061,0.015,0.016,0.058,0.005,0.005,0.003,0.01,0.01,0.028,0.022,0.019,0.001,0.006,0.012,0.003,0.005,0.004,0.002,0.004,0.003,0.001,nan
90.female.ENFP.Dutch.A.txt,0.051,0.015,0.081,0.117,0.083,0.098,0.04,0.021,0.088,0.046,0.055,0.014,0.003,0.06,0.021,0.025,0.036,0.005,0.007,0.005,0.01,0.01,0.023,0.023,0.015,nan,0.002,0.02,0.002,0.005,0.007,0.003,0.002,0.003,0.006,nan
91.female.ENFJ.Dutch.A.txt,0.038,0.013,0.096,0.103,0.085,0.093,0.042,0.018,0.072,0.046,0.062,0.021,0.015,0.06,0.026,0.031,0.049,0.006,0.009,0.002,0.011,0.009,0.016,0.021,0.011,0.001,0.006,0.013,0.004,0.006,0.008,0.001,0.001,0.004,0.002,nan
92.female.INFJ.Dutch.A.txt,0.047,0.004,0.122,0.104,0.072,0.088,0.033,0.017,0.079,0.05,0.068,0.017,0.006,0.063,0.027,0.034,0.037,0.009,0.008,0.004,0.01,0.006,0.017,0.017,0.012,0.001,0.007,0.017,0.005,0.003,0.007,0.002,0.005,0.004,nan,nan
93.female.ISFJ.Dutch.A.txt,0.044,0.013,0.071,0.107,0.07,0.101,0.042,0.016,0.085,0.056,0.062,0.02,0.003,0.06,0.025,0.027,0.042,0.01,0.01,0.004,0.014,0.014,0.02,0.02,0.018,nan,0.004,0.01,0.006,0.007,0.016,0.002,0.003,0.002,0.002,nan
94.female.ESFJ.Dutch.A.txt,0.07,0.007,0.125,0.087,0.093,0.076,0.029,0.013,0.085,0.054,0.042,0.016,0.014,0.049,0.022,0.027,0.054,0.006,0.004,0.002,0.01,0.014,0.029,0.02,0.004,nan,0.002,0.015,0.001,0.004,0.014,0.002,0.003,0.004,0.003,nan
95.female.ESFJ.Dutch.A.txt,0.077,0.022,0.133,0.094,0.084,0.086,0.036,0.016,0.085,0.041,0.046,0.011,0.007,0.055,0.02,0.023,0.039,0.007,0.009,0.002,0.009,0.007,0.024,0.007,0.016,0.001,0.006,0.007,0.005,0.006,0.007,0.001,0.004,0.004,0.002,nan
96.female.ESFJ.Dutch.A.txt,0.05,0.008,0.077,0.15,0.072,0.104,0.053,0.008,0.076,0.044,0.069,0.015,0.002,0.051,0.028,0.031,0.048,0.008,0.009,0.004,0.009,0.008,0.024,0.015,0.008,0.001,0.005,0.012,0.002,0.003,0.005,0.001,0.001,0.001,0.001,nan
97.female.INTJ.Dutch.OV.txt,0.049,0.003,0.111,0.124,0.085,0.079,0.031,0.025,0.095,0.038,0.056,0.018,0.011,0.044,0.03,0.038,0.036,0.011,0.011,0.004,0.011,0.009,0.016,0.018,0.009,0.001,0.006,0.011,0.003,0.004,0.006,0.002,0.003,0.001,0.001,0.001
98.female.ENFP.Dutch.Other.txt,0.044,0.014,0.07,0.127,0.076,0.121,0.058,0.014,0.062,0.05,0.048,0.016,0.007,0.06,0.026,0.027,0.039,0.003,0.006,0.002,0.006,0.007,0.027,0.028,0.015,0.002,0.005,0.013,0.001,0.006,0.01,0.006,0.002,0.002,nan,nan
99.female.ISFJ.Dutch.A.txt,0.05,0.014,0.093,0.097,0.093,0.086,0.033,0.02,0.096,0.047,0.059,0.017,0.011,0.056,0.02,0.024,0.039,0.003,0.005,0.005,0.008,0.009,0.033,0.024,0.007,0.001,0.007,0.015,0.001,0.005,0.014,0.003,0.002,0.002,0.003,nan
